Company_ID;Company_Name;Industry;Street;Town;State;Zipcode;Country;Website;Phone_Number;Rate;Reviews;Register_Key
1040;Designo Videre - Web Design Studio;Website designer;Not found;Not found;Not found;Not Found;Not Found;designovidere.com.au;+61 432 300 447;5.0;2;44657369676e6f20566964657265202d205765622044657369676e2053747564696f4e6f7420666f756e64
1041;Mr Digital;Website designer;Not found;Not found;Not found;Not Found;Not Found;mrdigital.com.au;+61 2 8999 3311;5.0;19;4d72204469676974616c4e6f7420666f756e64
1042;Wills Brand Design;Graphic designer;Not found;Not found;Not found;Not Found;wills.net.au;Studio 1.15/22 - 36 Mountain St, Ultimo NSW 2007, Australia;+61 2 9560 4404;Not found;0;57696c6c73204272616e642044657369676e4e6f7420666f756e64
1043;Success Online Australia;Marketing agency;Not found;Not found;Not found;Not Found;Add website;successonline.com.au;+61 1300 782 171;5.0;1;53756363657373204f6e6c696e65204175737472616c69614e6f7420666f756e64
1044;TWMG;Website designer;Not found;Not found;Not found;Not Found;twmg.com.au;Suite 3.8/56 Delhi Rd, North Ryde NSW 2113, Australia;+61 2 9889 2833;4.4;9;54574d474e6f7420666f756e64
1045;Dank Designs;Website designer;53/11/21 Underwood Rd;Homebush;NSW;2140;Australia;dankdesigns.com.au;+61 2 8005 5848;5.0;2;44616e6b2044657369676e7335332f31312f323120556e646572776f6f64205264
1046;MindArc;E commerce agency;Not found;Not found;Not found;Not Found;mindarc.com.au;3.4/13-15 Wentworth Ave, Sydney NSW 2000, Australia;+61 1300 206 827;5.0;5;4d696e644172634e6f7420666f756e64
1047;Let's Build a Website - WordPress Training & Web Design;Website designer;Not found;Not found;Not found;Not Found;letsbuildawebsite.com.au;letsbuildawebsite.com.au;+61 408 406 785;5.0;56;4c65742773204275696c6420612057656273697465202d20576f7264507265737320547261696e696e672026205765622044657369676e4e6f7420666f756e64
1048;Think Internet;Internet marketing service;Not found;Not found;Not found;Not Found;Not Found;thinkinternet.com.au;+61 2 4944 2044;Not found;0;5468696e6b20496e7465726e65744e6f7420666f756e64
1049;Smart Robbie;Website designer;Not found;Not found;Not found;Not Found;Not Found;smartrobbie.com.au;+61 409 130 307;4.9;18;536d61727420526f626269654e6f7420666f756e64
1050;AusWeb Design;Website designer;Not found;Not found;Not found;Not Found;auswebdesign.com.au;auswebdesign.com.au;+61 1300 161 644;Not found;0;4175735765622044657369676e4e6f7420666f756e64
1051;McCallam;Website designer;453 Elizabeth St;Surry Hills;NSW;2010;Australia;mccallam.com;+61 2 8006 0410;5.0;1;4d6343616c6c616d34353320456c697a6162657468205374
1052;Cypha Interactive;Design agency;1/58-60 Buckingham St;Surry Hills;NSW;2010;Australia;wearecypha.com.au;+61 2 9699 2071;4.0;1;437970686120496e746572616374697665312f35382d3630204275636b696e6768616d205374
1053;Yeah Betty Creative;Website designer;Level 1/68 Sophia St;Surry Hills;NSW;2010;Australia;yeahbetty.com;4676+VP Surry Hills, New South Wales, Australia;5.0;1;596561682042657474792043726561746976654c6576656c20312f363820536f70686961205374
1054;G Design Studio;Website designer;26 Reservoir St;Surry Hills;NSW;2010;Australia;graingerdesigns.com.au;+61 2 9241 2144;Not found;0;472044657369676e2053747564696f3236205265736572766f6972205374
1055;Cogninet Australia Pty Ltd;Consultant;Level 5/29 - 37 Bellevue St;Surry Hills;NSW;2010;Australia;cogninet.com.au;+61 1300 729 864;Not found;0;436f676e696e6574204175737472616c696120507479204c74644c6576656c20352f3239202d2033372042656c6c65767565205374
1056;Geekcroc Website Design;Website designer;Not found;Not found;Not found;Not Found;Add website;Not found;+61 449 621 826;Not found;0;4765656b63726f6320576562736974652044657369676e4e6f7420666f756e64
1057;MadKoo;Internet marketing service;1 Buckingham St, Surry Hills;Sydney;NSW;2010;Australia;Not found;+61 2 8188 4611;5.0;6;4d61644b6f6f31204275636b696e6768616d2053742c2053757272792048696c6c73
1058;CodeOneZero;Technical service;418A Elizabeth St;Surry Hills;NSW;2010;Australia;codeonezero.net;+61 1300 263 310;Not found;0;436f64654f6e655a65726f3431384120456c697a6162657468205374
1059;PDS Consult;Video production service;17/47-49 Buckingham St;Surry Hills;NSW;2010;Australia;Not found;+61 421 326 212;Not found;0;50445320436f6e73756c7431372f34372d3439204275636b696e6768616d205374
1060;Clever Local;Internet marketing service;410 Elizabeth St;Surry Hills;NSW;2016;Australia;cleverlocal.com.au;+61 1300 217 670;Not found;0;436c65766572204c6f63616c34313020456c697a6162657468205374
1061;Theme Press Pty Ltd;Website designer;8/409 New South Head Rd;Double Bay;NSW;2028;Australia;themepress.com.au;+61 2 8091 5111;5.0;11;5468656d6520507265737320507479204c7464382f343039204e657720536f7574682048656164205264
1062;Polar Web Design;Website designer;Not found;Not found;Not found;Not Found;polarwebdesign.com.au;polarwebdesign.com.au;+61 451 374 789;5.0;4;506f6c6172205765622044657369676e4e6f7420666f756e64
1063;Balance Internet Sydney;E-commerce service;112/59 Marlborough St;Surry Hills;NSW;2010;Australia;balanceinternet.com.au;+61 1300 624 368;4.5;2;42616c616e636520496e7465726e6574205379646e65793131322f3539204d61726c626f726f756768205374
1064;Yik Yak Creative | Web Design & Branding Agency;Website designer;Not found;Not found;Not found;Not Found;Not Found;yikyakcreative.com.au;+61 412 645 216;5.0;5;59696b2059616b204372656174697665207c205765622044657369676e2026204272616e64696e67204167656e63794e6f7420666f756e64
1065;Edelman;Public relations firm;5 Martin Pl;Sydney;NSW;2000;Australia;edelman.com.au;+61 2 9241 3131;Not found;0;4564656c6d616e35204d617274696e20506c
1066;Softcom Web Solutions Pty Ltd;Website designer;Not found;Not found;Not found;Not Found;Add a photo;softcomweb.com.au;+61 2 8061 7937;5.0;1;536f6674636f6d2057656220536f6c7574696f6e7320507479204c74644e6f7420666f756e64
1067;Zectron Web and IT Services;Website designer;Not found;Not found;Not found;Not Found;zectron.com.au;zectron.com.au;+61 1300 133 770;Not found;0;5a656374726f6e2057656220616e642049542053657276696365734e6f7420666f756e64
1068;Digerati Solutions;Software company;Not found;Not found;Not found;Not Found;Not Found;digeratisolutions.com.au;+61 2 9545 2983;5.0;2;446967657261746920536f6c7574696f6e734e6f7420666f756e64
1069;Kicking Pixels;Website designer;Not found;Not found;Not found;Not Found;kickingpixels.com.au;Suite 4.39 Element Building, 200 Central Coast Highway, Erina NSW 2250, Australia;+61 2 8916 6478;5.0;13;4b69636b696e6720506978656c734e6f7420666f756e64
1070;Shel Design;Graphic designer;Glenmore Park NSW 2745, Australia;Glenmore Park;NSW;2745;Australia;sheldesign.com.au;+61 412 701 147;Not found;0;5368656c2044657369676e476c656e6d6f7265205061726b204e535720323734352c204175737472616c6961
1071;Verecom Australia;Internet marketing service;3/410 Elizabeth St;Surry Hill;NSW;2010;Australia;verecom.com.au;+61 2 8065 9080;Not found;0;56657265636f6d204175737472616c6961332f34313020456c697a6162657468205374
1072;Chocolate Coded;Website designer;Shop 7/1 Kings Cross Rd;Darlinghurst;NSW;2010;Australia;chocolatecoded.com.au;+61 2 9194 2300;5.0;1;43686f636f6c61746520436f64656453686f7020372f31204b696e67732043726f7373205264
1073;Cornerstone Digital Australia;Website designer;Level 25/88 Phillip St;Sydney;NSW;2000;Australia;cornerstone-digital.com.au;+61 2 8211 0668;3.0;2;436f726e657273746f6e65204469676974616c204175737472616c69614c6576656c2032352f3838205068696c6c6970205374
1074;The Digital Embassy;Website designer;Suite 903/50 Clarence St;Sydney;NSW;2000;Australia;thedigitalembassy.co;+61 2 8014 7774;Not found;0;546865204469676974616c20456d62617373795375697465203930332f353020436c6172656e6365205374
1075;Nirmal Web Studio;Website designer;18/89 Jones St;Ultimo;NSW;2007;Australia;nirmal.com.au;+61 2 9281 3250;4.8;70;4e69726d616c205765622053747564696f31382f3839204a6f6e6573205374
1076;WebDesignCity - Sydney Website Design, Web Design Company, WordPress, eCommerce Development;Website designer;The Dymocks Building, Suite 7, Level 9/428 George St;Sydney;NSW;2000;Australia;webdesigncity.com.au;+61 2 9086 9063;4.9;9;57656244657369676e43697479202d205379646e657920576562736974652044657369676e2c205765622044657369676e20436f6d70616e792c20576f726450726573732c2065436f6d6d6572636520446576656c6f706d656e745468652044796d6f636b73204275696c64696e672c20537569746520372c204c6576656c20392f3432382047656f726765205374
1077;Glassonion;Website designer;223-225 Liverpool St;Darlinghurst;NSW;2010;Australia;glassonion.com.au;+61 2 9368 7420;Not found;0;476c6173736f6e696f6e3232332d323235204c69766572706f6f6c205374
1078;TWMG;Website designer;204/309 Pitt St;Sydney;NSW;2000;Australia;twmg.com.au;+61 2 9889 2833;4.5;8;54574d473230342f3330392050697474205374
1079;SEO PLUS;Website designer;19a Boundary St;Darlinghurst;NSW;2011;Australia;Not found;+61 1800 916 191;Not found;0;53454f20504c555331396120426f756e64617279205374
1080;HOPPING MAD DESIGN;Website designer;518/50 Holt St;Surry Hills;NSW;2010;Australia;hoppingmad.com.au;+61 2 9360 8514;4.7;27;484f5050494e47204d41442044455349474e3531382f353020486f6c74205374
1081;WebCentral;Website designer;Level 23/680 George St;Sydney;NSW;2000;Australia;webcentral.com.au;+61 1800 800 099;1.0;1;57656243656e7472616c4c6576656c2032332f3638302047656f726765205374
1082;WEB DESIGN & ONLINE MARKETING;Website designer;Not found;Not found;Not found;Not Found;Add a photo;dsigns.com.au;+61 2 9157 9729;Not found;0;5745422044455349474e2026204f4e4c494e45204d41524b4554494e474e6f7420666f756e64
1083;Webcoda;Website designer;206/35 Buckingham St;Surry Hills;NSW;2010;Australia;webcoda.com.au;+61 2 9370 3636;Not found;0;576562636f64613230362f3335204275636b696e6768616d205374
1084;Bapple Creative;Website designer;124 Chalmers St;Surry Hills;NSW;2010;Australia;bapple.com.au;+61 2 9665 6093;4.9;18;426170706c65204372656174697665313234204368616c6d657273205374
1085;Joomla Australia;Website designer;Not found;Not found;Not found;Not Found;Add hours;joomla.org.au;Not found;Not found;0;4a6f6f6d6c61204175737472616c69614e6f7420666f756e64
1086;Spruce;Website designer;10/2 Kings Ln;Darlinghurst;NSW;2010;Australia;hellospruce.com;+61 2 8005 6781;Not found;0;53707275636531302f32204b696e6773204c6e
1087;Maurice Buckley C T Poole & Son;Lawyer;5 Napier St;North Sydney;NSW;2060;Australia;mbctpoole.com.au;+61 2 9922 3322;Not found;0;4d617572696365204275636b6c65792043205420506f6f6c65202620536f6e35204e6170696572205374
1088;The Refinery;Website designer;10 Roylston St;Paddington;NSW;2021;Australia;therefinery.com.au;+61 3 9533 6293;Not found;0;54686520526566696e657279313020526f796c73746f6e205374
1089;Webthinking;Website designer;203/233 New South Head Rd, Edgecliff;Sydney;NSW;2027;Australia;webthinking.com.au;+61 2 8188 1228;5.0;14;5765627468696e6b696e673230332f323333204e657720536f75746820486561642052642c2045646765636c696666
1090;Liquid Protocol Interactive Publishing;Website designer;13 Burnell Pl;Darlinghurst;NSW;2010;Australia;lpip.com.au;+61 2 8571 8000;Not found;0;4c69717569642050726f746f636f6c20496e746572616374697665205075626c697368696e673133204275726e656c6c20506c
1091;Dasho Partners;Website designer;101 William St;Darlinghurst;NSW;2010;Australia;dasho.com.au;+61 2 8313 8288;5.0;12;446173686f20506172746e6572733130312057696c6c69616d205374
1092;DigiGround;Website designer;Not found;Not found;Not found;Not Found;digiground.com.au;Suite 8.02, Level 8/227 Elizabeth St, Sydney NSW 2000, Australia;+61 2 8259 0311;5.0;20;4469676947726f756e644e6f7420666f756e64
1093;Mind Carnival;Website designer;101-111 William St;Sydney;NSW;2000;Australia;Not found;+61 2 9331 7763;Not found;0;4d696e64204361726e6976616c3130312d3131312057696c6c69616d205374
1094;Live By 5;Website designer;Not found;Not found;Not found;Not Found;calendly.com;liveby5.com;+61 2 8405 7969;5.0;8;4c69766520427920354e6f7420666f756e64
1095;Milk Digital;Website designer;8/108 Dunning Ave;Rosebery;NSW;2018;Australia;milkdigital.com.au;+61 1300 717 679;4.9;13;4d696c6b204469676974616c382f3130382044756e6e696e6720417665
1096;Technocrat Pty Limited;Website designer;4/142 Clarence St;Sydney;NSW;2000;Australia;technocrat.com.au;+61 1300 830 500;Not found;0;546563686e6f6372617420507479204c696d69746564342f31343220436c6172656e6365205374
1097;Seba Cre8ive;Website designer;200 Riley St;Surry Hills;NSW;2010;Australia;sebacre8ive.com.au;+61 2 9211 8566;Not found;0;5365626120437265386976653230302052696c6579205374
1098;Yeah Betty Pty Ltd;Website designer;Not found;Not found;Not found;Not Found;Add a photo;yeahbetty.com;+61 423 040 286;Not found;0;5965616820426574747920507479204c74644e6f7420666f756e64
1099;Mocca Design;Website designer;Suite 3, Level 27, Governor Macquarie Tower 1 Farrer Place;Sydney;NSW;2000;Australia;moccadesign.com.au;+61 413 159 895;5.0;1;4d6f6363612044657369676e537569746520332c204c6576656c2032372c20476f7665726e6f72204d616371756172696520546f77657220312046617272657220506c616365
1100;lcdc.co;Graphic designer;205/13-15 Wentworth Ave;Sydney;NSW;2000;Australia;lcdc.co;+61 2 8014 8988;4.9;10;6c6364632e636f3230352f31332d31352057656e74776f72746820417665
1101;Magicdust - Sydney;Website designer;1/45-47 York St;Sydney;NSW;2000;Australia;magicdust.com.au;+61 1300 309 379;4.8;5;4d6167696364757374202d205379646e6579312f34352d343720596f726b205374
1102;Website Design Surry Hills;Website designer;226 Commonwealth St;Surry Hills;NSW;2010;Australia;drmdigital.com.au;+61 1300 859 909;Not found;0;576562736974652044657369676e2053757272792048696c6c7332323620436f6d6d6f6e7765616c7468205374
1103;Discover;Website designer;229 Macquarie St;Sydney;NSW;2000;Australia;discoverwebdesignsydney.com.au;+61 2 8294 3270;Not found;0;446973636f766572323239204d6163717561726965205374
1104;Serviced Offices International;Telephone answering service;14/309 Kent St;Sydney;NSW;2000;Australia;serviced.com.au;+61 2 9994 8000;4.9;22;5365727669636564204f66666963657320496e7465726e6174696f6e616c31342f333039204b656e74205374
1105;MAXCO;Design agency;702/2-14 Kings Cross Rd;Potts Point;NSW;2011;Australia;maxco.com.au;+61 2 9368 1700;Not found;0;4d4158434f3730322f322d3134204b696e67732043726f7373205264
1106;JRMC Australia;Website designer;2 Hill St;Surry Hills;NSW;2010;Australia;Not found;+61 478 429 883;Not found;0;4a524d43204175737472616c6961322048696c6c205374
1107;Web Design Sydney;Website designer;Sydney NSW 2000, Australia;Sydney;NSW;2000;Australia;elegantweb.com.au;+61 1800 993 495;5.0;1;5765622044657369676e205379646e65795379646e6579204e535720323030302c204175737472616c6961
1108;Web Master Pty Ltd;Website designer;87-89 Liverpool St;Sydney;NSW;2000;Australia;yourwebmaster.com.au;+61 1300 683 803;Not found;0;576562204d617374657220507479204c746438372d3839204c69766572706f6f6c205374
1109;Bungobarr.com;Website designer;28 Pelican St;Darlinghurst;NSW;2010;Australia;Not found;46C7+97 Darlinghurst, New South Wales, Australia;Not found;0;42756e676f626172722e636f6d32382050656c6963616e205374
1110;Chris Rae Design;Graphic designer;603/185 Elizabeth St;Sydney;NSW;2000;Australia;chrisraedesign.com;+61 438 453 452;5.0;3;4368726973205261652044657369676e3630332f31383520456c697a6162657468205374
1111;NixDesign;Website designer;13/229 Macquarie St;Sydney;NSW;2000;Australia;Not found;+61 438 216 054;Not found;0;4e697844657369676e31332f323239204d6163717561726965205374
1112;Roosearch;Website designer;Chifley Tower, 2 Chifley Square;Sydney;NSW;2000;Australia;roosearch.com.au;+61 1300 766 017;5.0;16;526f6f736561726368436869666c657920546f7765722c203220436869666c657920537175617265
1113;Roosearch;Website designer;Chifley Tower, 2 Chifley Square;Sydney;NSW;2000;Australia;roosearch.com.au;+61 1300 766 017;5.0;16;526f6f736561726368436869666c657920546f7765722c203220436869666c657920537175617265
1114;Artichoke Design;Website designer;2 Norton St;Surry Hills;NSW;2010;Australia;artichokedesign.com.au;+61 419 525 411;Not found;0;4172746963686f6b652044657369676e32204e6f72746f6e205374
1115;natiive Digital;Website designer;32/1 Market St;Sydney;NSW;2000;Australia;natiive.com.au;+61 1300 783 311;Not found;0;6e617469697665204469676974616c33322f31204d61726b6574205374
1116;Web Design In Sydney;Website designer;Not found;Not found;Not found;Not Found;Add website;webdesigninsydney.com.au;+61 451 058 000;Not found;0;5765622044657369676e20496e205379646e65794e6f7420666f756e64
1117;Platinum Web Media Sydney;Website designer;Governor Phillip Tower, Level 36, 1 Farrer Place;Sydney;NSW;2000;Australia;platinum.im;+61 438 878 700;5.0;6;506c6174696e756d20576562204d65646961205379646e6579476f7665726e6f72205068696c6c697020546f7765722c204c6576656c2033362c20312046617272657220506c616365
1118;Squeeze Creative;Graphic designer;109/59 Marlborough St;Surry Hills;NSW;2010;Australia;squeezecreative.com.au;+61 2 8399 2824;5.0;5;53717565657a652043726561746976653130392f3539204d61726c626f726f756768205374
1119;Digital Guerilla Web Design Agency;Website designer;761 Bourke St;Sydney;NSW;2016;Australia;digitalguerilla.com.au;+61 450 213 154;Not found;0;4469676974616c2047756572696c6c61205765622044657369676e204167656e637937363120426f75726b65205374
1120;Amblique;Website designer;Level 3, Suite 2/104 Commonwealth St;Surry Hills;NSW;2010;Australia;amblique.com;+61 2 8272 3800;4.2;5;416d626c697175654c6576656c20332c20537569746520322f31303420436f6d6d6f6e7765616c7468205374
1121;Mark Ryan;Website designer;80 Ocean St;Woollahra;NSW;2025;Australia;yourpracticeonline.com.au;+61 1300 883 260;Not found;0;4d61726b205279616e3830204f6365616e205374
1122;Staart Digital;Website designer;10/33 Sutherland Cres;Darling Point;NSW;2027;Australia;staart.co;+61 431 634 462;5.0;2;537461617274204469676974616c31302f3333205375746865726c616e642043726573
1123;105 Creative Pty Ltd;Website designer;Gound floor, 111 Devonshires St;Surry Hills;NSW;2010;Australia;web105.com;+61 1300 932 105;Not found;0;31303520437265617469766520507479204c7464476f756e6420666c6f6f722c20313131204465766f6e736869726573205374
1124;Flower Store In a Box;Website designer;205/54 Foveaux St;Surry Hills;NSW;2010;Australia;flowerstoreinabox.com.au;+61 1300 730 560;5.0;9;466c6f7765722053746f726520496e206120426f783230352f353420466f7665617578205374
1125;Blow.;Advertising agency;Not found;Not found;Not found;Not Found;Not Found;thisisblow.com;+61 407 073 814;Not found;0;426c6f772e4e6f7420666f756e64
1126;Netable Sydney;Website designer;Reservoir St;Surry Hills;NSW;2010;Australia;netable.com.au;+61 3 9553 0449;5.0;1;4e657461626c65205379646e65795265736572766f6972205374
1127;SMB Website Design;Website designer;Not found;Not found;Not found;Not Found;Not Found;smbwebsitedesign.com.au;+61 450 955 336;5.0;1;534d4220576562736974652044657369676e4e6f7420666f756e64
1128;Krull Design+Advertising;Advertising agency;Eizabeth Bay Road;Potts Point;NSW;2011;Australia;krulldna.com;+61 410 348 884;Not found;0;4b72756c6c2044657369676e2b4164766572746973696e6745697a61626574682042617920526f6164
1129;Nodding Dog Design;Graphic designer;104 Commonwealth St;Surry Hills;NSW;2010;Australia;noddingdog.com.au;+61 2 8202 7505;Not found;0;4e6f6464696e6720446f672044657369676e31303420436f6d6d6f6e7765616c7468205374
1130;ITFR - Digital Media;Website designer;Not found;Not found;Not found;Not Found;Add a photo;Not found;+61 1300 281 548;Not found;0;49544652202d204469676974616c204d656469614e6f7420666f756e64
1131;Red5 Web Design;Website designer;145 Devonshire St;Surry Hills;NSW;2010;Australia;Not found;+61 2 8394 9775;Not found;0;52656435205765622044657369676e313435204465766f6e7368697265205374
1132;Summit Web Design;Website designer;9 Middlemiss St;Lavender Bay;NSW;2060;Australia;summitdigital.com.au;+61 2 9042 0593;4.9;12;53756d6d6974205765622044657369676e39204d6964646c656d697373205374
1133;SWE DESIGN;Website designer;Sydney NSW 2000, Australia;Sydney;NSW;2000;Australia;Not found;+61 449 142 358;Not found;0;5357452044455349474e5379646e6579204e535720323030302c204175737472616c6961
1134;Illegal Design;Website designer;259 Riley St;Surry Hills;NSW;2010;Australia;illegal.com.au;+61 2 9212 0418;Not found;0;496c6c6567616c2044657369676e3235392052696c6579205374
1135;Impact & Co;Graphic designer;Edgecliff NSW 2027, Australia;Edgecliff;NSW;2027;Australia;impactco.com.au;+61 415 724 851;Not found;0;496d70616374202620436f45646765636c696666204e535720323032372c204175737472616c6961
1136;Frank Digital;Advertising agency;301/2 Elizabeth Plaza;North Sydney;NSW;2060;Australia;frankdigital.com.au;+61 2 9692 0200;5.0;8;4672616e6b204469676974616c3330312f3220456c697a616265746820506c617a61
1137;DSIGNS;Website designer;Suite 103/22 Hunter St;Parramatta;NSW;2150;Australia;dsigns.com.au;+61 2 9191 8049;4.9;24;445349474e535375697465203130332f32322048756e746572205374
1138;Jala Design;Website designer;406/5 Celebration Dr;Bella Vista;NSW;2153;Australia;jaladesign.com.au;+61 2 8883 3220;4.8;4;4a616c612044657369676e3430362f352043656c6562726174696f6e204472
1139;Reason8 Web Design;Website designer;Not found;Not found;Not found;Not Found;reason8.com.au;reason8.com.au;+61 2 9340 4319;5.0;1;526561736f6e38205765622044657369676e4e6f7420666f756e64
1140;Creativ Digital;Website designer;194/3 Holtermann St;Crows Nest;NSW;2065;Australia;creativ.com.au;+61 1300 055 867;5.0;3;43726561746976204469676974616c3139342f3320486f6c7465726d616e6e205374
1141;WEB DESIGN AUSTRALIAN;Website designer;1-7 Daunt Ave;Matraville;NSW;2036;Australia;webdesignaustralian.com.au;+61 405 080 636;Not found;0;5745422044455349474e204155535452414c49414e312d37204461756e7420417665
1142;Future IT Australia;Website designer;3/25 Cronulla St;Cronulla;NSW;2230;Australia;futureit.net.au;+61 2 9523 8838;5.0;4;467574757265204954204175737472616c6961332f32352043726f6e756c6c61205374
1143;TWMG;Website designer;Not found;Not found;Not found;Not Found;twmg.com.au;Suite 3.8/56 Delhi Rd, North Ryde NSW 2113, Australia;+61 2 9889 2833;4.4;9;54574d474e6f7420666f756e64
1144;SiteEasy.com.au;Website designer;4/2A Parramatta Rd;Strathfield;NSW;2135;Australia;siteeasy.com.au;+61 2 9018 9333;5.0;5;53697465456173792e636f6d2e6175342f32412050617272616d61747461205264
1145;Kindleman Digital Solutions;Website designer;Level 1/27 Belgrave St;Manly;NSW;2095;Australia;kindleman.com.au;+61 2 9977 8828;5.0;2;4b696e646c656d616e204469676974616c20536f6c7574696f6e734c6576656c20312f32372042656c6772617665205374
1146;Holiday;Advertising agency;13/2-14 Bayswater Rd;Potts Point;NSW;2011;Australia;madeby.holiday;+61 2 9357 7521;Not found;0;486f6c6964617931332f322d313420426179737761746572205264
1147;Rysen;Advertising agency;101/50 Marshall St;Surry Hills;NSW;2010;Australia;rysen.com.au;+61 2 9380 2888;5.0;3;527973656e3130312f3530204d61727368616c6c205374
1148;Matter.;E commerce agency;107 Alexander St;Crows Nest;NSW;2065;Australia;matterdesign.com.au;+61 2 9080 0722;4.8;15;4d61747465722e31303720416c6578616e646572205374
1149;Jimmyweb Web Design;Website designer;607/83 York St;Sydney;NSW;2000;Australia;jimmyweb.net;+61 2 8005 1075;5.0;9;4a696d6d79776562205765622044657369676e3630372f383320596f726b205374
1150;G Squared;Website designer;level 5/58 Riley St;Darlinghurst;NSW;2010;Australia;gsquared.com.au;+61 2 9339 4500;4.9;9;4720537175617265646c6576656c20352f35382052696c6579205374
1151;SEO Company Sydney;Website designer;1/71A Macquarie St;Parramatta;NSW;2150;Australia;seocompanysydney.com.au;+61 2 9086 9178;4.3;7;53454f20436f6d70616e79205379646e6579312f373141204d6163717561726965205374
1152;Dreamsdesign Australia - Web Design, SEO & Digital Marketing Company Sydney, Australia;Website designer;1/42 Girraween Road GIRRAWEEN;Sydney;NSW;2145;Australia;dreamsdesign.com.au;+91 93777 56660;Not found;0;447265616d7364657369676e204175737472616c6961202d205765622044657369676e2c2053454f2026204469676974616c204d61726b6574696e6720436f6d70616e79205379646e65792c204175737472616c6961312f34322047697272617765656e20526f61642047495252415745454e
1153;Vertex Web Surf - Awarded Best Web Designing Company In Sydney, Australia;Website designer;Unit 2/78-80 Carlton Parade;Carlton;NSW;2218;Australia;business.site;+61 2 8007 3793;5.0;1;566572746578205765622053757266202d20417761726465642042657374205765622044657369676e696e6720436f6d70616e7920496e205379646e65792c204175737472616c6961556e697420322f37382d3830204361726c746f6e20506172616465
1154;SiteSuite Website Design;Website designer;3/122 Walker St;North Sydney;NSW;2060;Australia;sitesuite.com.au;+61 2 8904 7500;4.2;13;53697465537569746520576562736974652044657369676e332f3132322057616c6b6572205374
1155;Webdesigncity - Web Design Sydney | Digital Marketing Agency;Website designer;12/1 Pacific Hwy;North Sydney;NSW;2060;Australia;webdesigncity.com.au;+61 2 9086 9178;4.9;18;57656264657369676e63697479202d205765622044657369676e205379646e6579207c204469676974616c204d61726b6574696e67204167656e637931322f31205061636966696320487779
1156;Made Agency - Graphic Design | Web Design Agency Sydney;Graphic designer;322 New South Head Rd;Double Bay;NSW;2028;Australia;madeagency.com.au;+61 1300 877 503;4.6;21;4d616465204167656e6379202d20477261706869632044657369676e207c205765622044657369676e204167656e6379205379646e6579333232204e657720536f7574682048656164205264
1157;Quikclicks Web Design;Website designer;210/90 Bourke Rd;Alexandria;NSW;2015;Australia;quikclicks.com.au;+61 2 8396 4300;5.0;23;5175696b636c69636b73205765622044657369676e3231302f393020426f75726b65205264
1158;PB;Website designer;level 2/101 William St;Darlinghurst;NSW;2010;Australia;pbwebdev.com;+61 2 8003 4947;5.0;4;50426c6576656c20322f3130312057696c6c69616d205374
1159;Web Graphic Australia;Website designer;11/24-26 Fifth Ave;Campsie;NSW;2194;Australia;webgraphicaustralia.com;+61 2 8005 8090;Not found;0;5765622047726170686963204175737472616c696131312f32342d323620466966746820417665
1160;Spark Interact- App Development | Branding | Web Design & Development Sydney;Website designer;11 Barclay St;Marrickville;NSW;2204;Australia;sparkinteract.com.au;+61 1300 799 858;4.9;43;537061726b20496e7465726163742d2041707020446576656c6f706d656e74207c204272616e64696e67207c205765622044657369676e202620446576656c6f706d656e74205379646e6579313120426172636c6179205374
1161;Creato Graphic Designers Sydney | Web Design Agency | Logo Design | Branding Agency;Graphic designer;156 Epping Rd;Sydney;NSW;2066;Australia;creato.com.au;+61 432 981 344;5.0;7;43726561746f20477261706869632044657369676e657273205379646e6579207c205765622044657369676e204167656e6379207c204c6f676f2044657369676e207c204272616e64696e67204167656e637931353620457070696e67205264
1162;Hills Web Design - Sydney Web Design and Online Marketing;Website designer;384 Old Northern Rd;Castle Hill;NSW;2154;Australia;hillswebdesign.com;+61 1300 765 493;5.0;17;48696c6c73205765622044657369676e202d205379646e6579205765622044657369676e20616e64204f6e6c696e65204d61726b6574696e67333834204f6c64204e6f72746865726e205264
1163;ETECH - Creative Web Design & Web Developers in Sydney - SEO Agency | Marketing Company;Website designer;35 Brian St;Merrylands West;NSW;2160;Australia;etechcomputers.com.au;+61 424 525 228;5.0;3;4554454348202d204372656174697665205765622044657369676e20262057656220446576656c6f7065727320696e205379646e6579202d2053454f204167656e6379207c204d61726b6574696e6720436f6d70616e79333520427269616e205374
1164;Web Design Sydney;Website designer;1/89 Mulga Rd;Oatley;NSW;2223;Australia;elegantwebservices.com.au;+61 1800 993 495;Not found;0;5765622044657369676e205379646e6579312f3839204d756c6761205264
1165;Sydney Web Design Servo;Internet marketing service;14/48 Ingleburn Rd;Ingleburn;NSW;2565;Australia;Not found;+61 2 8712 1617;Not found;0;5379646e6579205765622044657369676e20536572766f31342f343820496e676c656275726e205264
1166;Red Ant;Website designer;493 Bourke St;Surry Hills;NSW;2010;Australia;redant.com.au;+61 2 9267 8300;5.0;2;52656420416e7434393320426f75726b65205374
1167;Webfrog - Website Design Macarthur;Website designer;47 Stowe Ave;Campbelltown;NSW;2560;Australia;webfrogstudios.com.au;+61 1300 371 722;5.0;21;57656266726f67202d20576562736974652044657369676e204d616361727468757234372053746f776520417665
